-20.0,-20.0,-20.0,-22.0,-23.0,-20.0,-20.0,-20.0,-20.0,-20.0
-19.0,-19.0,-19.0,-23.0,-20.0,-19.0,-19.0,-19.0,-19.0,-19.0
-19.5,-19.5,-19.5,-22.5,-21.5,-19.5,-19.5,-19.5,-19.5,-19.5
